,sellerid,eventid,salesid,buyerid,dateid,qtysold,pricepaid,commission,numtickets,priceperticket
9661,28408,241,154152,35930,1928,1,73.0,10.95,10,73.0
9662,10650,6585,71266,4532,1928,1,100.0,15.0,10,100.0
9663,33069,5335,37661,1642,1928,1,110.0,16.5,10,110.0
9664,6896,342,125740,26173,1928,1,148.0,22.2,10,148.0
9665,28293,3533,156581,10924,1928,1,159.0,23.85,10,159.0
9666,2628,8794,47467,23798,1928,1,171.0,25.65,10,171.0
9667,25513,1204,111421,39250,1928,1,233.0,34.95,10,233.0
9668,15522,3256,111691,25991,1928,1,234.0,35.1,10,234.0
9669,31432,3953,137324,35532,1928,1,254.0,38.1,10,254.0
9670,4499,4399,81891,20868,1928,1,255.0,38.25,10,255.0
9671,23430,3634,40873,10697,1928,1,273.0,40.95,10,273.0
9672,47618,8527,153928,21710,1928,1,277.0,41.55,10,277.0
9673,39686,8549,108944,26492,1928,1,294.0,44.1,10,294.0
9674,13804,4274,95840,19036,1928,1,395.0,59.25,10,395.0
9675,47154,6076,118684,44678,1928,1,421.0,63.15,10,421.0
9676,13041,4815,135181,4648,1928,1,425.0,63.75,10,425.0
9677,12907,4809,122207,1715,1928,1,431.0,64.65,10,431.0
9678,24569,8426,140831,35647,1929,1,36.0,5.4,10,36.0
9679,8251,7356,31697,33132,1929,1,44.0,6.6,10,44.0
9680,48688,7447,108004,15223,1929,1,87.0,13.05,10,87.0
9681,38370,5094,42902,6444,1929,1,93.0,13.95,10,93.0
9682,13641,6624,61319,17801,1929,1,98.0,14.7,10,98.0
9683,6224,6525,102625,21184,1929,1,142.0,21.3,10,142.0
9684,6163,3005,148757,4685,1929,1,270.0,40.5,10,270.0
9685,13270,3630,58955,9222,1929,1,315.0,47.25,10,315.0
9686,22131,7447,154913,2141,1929,1,348.0,52.2,10,348.0
9687,39289,1575,55586,39819,1929,1,379.0,56.85,10,379.0
9688,3063,420,109375,6275,1930,1,21.0,3.15,10,21.0
9689,23479,6432,54012,13581,1930,1,39.0,5.85,10,39.0
9690,9623,8689,89456,5446,1930,1,50.0,7.5,10,50.0
9691,43880,5496,27509,31149,1930,1,52.0,7.8,10,52.0
9692,11632,5094,117288,5696,1930,1,54.0,8.1,10,54.0
9693,9743,5044,2966,12240,1930,1,74.0,11.1,10,74.0
9694,31564,6871,143909,20646,1930,1,86.0,12.9,10,86.0
9695,8576,2783,134194,4121,1930,1,89.0,13.35,10,89.0
9696,49721,2794,89222,6708,1930,1,125.0,18.75,10,125.0
9697,44445,5915,78868,3593,1930,1,127.0,19.05,10,127.0
9698,47191,4814,45785,10030,1930,1,133.0,19.95,10,133.0
9699,38794,2132,113773,19161,1930,1,161.0,24.15,10,161.0
9700,33110,5722,105682,13894,1930,1,161.0,24.15,10,161.0
9701,14146,8525,114611,14039,1930,1,176.0,26.4,10,176.0
9702,4765,2794,51775,17436,1930,1,177.0,26.55,10,177.0
9703,13987,8787,142720,23893,1930,1,208.0,31.2,10,208.0
9704,2905,7838,86850,18004,1930,1,236.0,35.4,10,236.0
9705,42985,5617,89093,11012,1930,1,253.0,37.95,10,253.0
9706,38293,7352,94540,5921,1930,1,298.0,44.7,10,298.0
9707,1338,7908,33317,16818,1930,1,305.0,45.75,10,305.0
9708,3475,6922,133561,23863,1930,1,311.0,46.65,10,311.0
9709,20777,2900,78447,41273,1930,1,343.0,51.45,10,343.0
9710,6882,2801,86905,20054,1930,1,360.0,54.0,10,360.0
9711,25294,8001,97139,9472,1930,1,468.0,70.2,10,468.0
9712,20442,222,133032,3009,1930,1,489.0,73.35,10,489.0
9713,29239,4551,143013,8483,1931,1,47.0,7.05,10,47.0
9714,41337,645,15549,16004,1931,1,129.0,19.35,10,129.0
9715,28448,4774,115757,2845,1931,1,136.0,20.4,10,136.0
9716,24171,4189,49139,12408,1931,1,179.0,26.85,10,179.0
9717,48968,6432,5594,19362,1931,1,183.0,27.45,10,183.0
9718,3239,7488,49308,10467,1931,1,208.0,31.2,10,208.0
9719,8193,589,134454,1970,1931,1,227.0,34.05,10,227.0
9720,11979,3254,54979,13762,1931,1,248.0,37.2,10,248.0
9721,38794,8764,79831,35935,1931,1,290.0,43.5,10,290.0
9722,44606,8026,61910,40834,1931,1,311.0,46.65,10,311.0
9723,17704,5615,65515,15359,1931,1,398.0,59.7,10,398.0
9724,31233,3254,143961,23018,1931,1,425.0,63.75,10,425.0
9725,43622,855,28458,11780,1932,1,76.0,11.4,10,76.0
9726,8690,832,24463,7257,1932,1,130.0,19.5,10,130.0
9727,40630,5577,85963,25260,1932,1,145.0,21.75,10,145.0
9728,37784,5140,3106,35872,1932,1,193.0,28.95,10,193.0
9729,27920,8794,151529,32885,1932,1,196.0,29.4,10,196.0
9730,19440,426,144385,26571,1932,1,220.0,33.0,10,220.0
9731,4837,6785,9632,173,1932,1,237.0,35.55,10,237.0
9732,1124,3433,96739,36442,1932,1,246.0,36.9,10,246.0
9733,44349,7472,64742,15393,1932,1,303.0,45.45,10,303.0
9734,41055,1550,140057,17972,1932,1,344.0,51.6,10,344.0
9735,34450,7918,111084,6769,1932,1,452.0,67.8,10,452.0
9736,24101,4150,8758,18419,1933,1,85.0,12.75,10,85.0
9737,12200,8560,100689,9814,1933,1,130.0,19.5,10,130.0
9738,27267,2831,142290,4414,1933,1,145.0,21.75,10,145.0
9739,34567,6550,33037,16197,1933,1,169.0,25.35,10,169.0
9740,43549,8680,52728,136,1933,1,242.0,36.3,10,242.0
9741,31347,2119,138884,924,1933,1,247.0,37.05,10,247.0
9742,44829,2284,152339,10311,1933,1,283.0,42.45,10,283.0
9743,20290,8748,119579,19265,1933,1,287.0,43.05,10,287.0
9744,10678,1886,114078,775,1933,1,298.0,44.7,10,298.0
9745,48234,2120,115795,10358,1933,1,318.0,47.7,10,318.0
9746,19280,7179,121887,32778,1933,1,415.0,62.25,10,415.0
9747,19543,2902,103637,13649,1933,1,421.0,63.15,10,421.0
9748,46398,5137,112930,28717,1933,1,428.0,64.2,10,428.0
9749,10076,5200,16461,15783,1934,1,21.0,3.15,10,21.0
9750,34759,8089,130062,17901,1934,1,21.0,3.15,10,21.0
9751,40821,3472,43224,2387,1934,1,65.0,9.75,10,65.0
9752,33092,8014,47517,800,1934,1,115.0,17.25,10,115.0
9753,25531,6254,38733,8807,1934,1,131.0,19.65,10,131.0
9754,13465,3761,145456,17328,1934,1,145.0,21.75,10,145.0
9755,31949,8280,153314,11785,1934,1,160.0,24.0,10,160.0
9756,4457,3077,71834,22624,1934,1,326.0,48.9,10,326.0
9757,31037,1192,84400,16856,1934,1,466.0,69.9,10,466.0
9758,7116,2544,145731,43373,1935,1,30.0,4.5,10,30.0
9759,1825,8077,118637,1494,1935,1,55.0,8.25,10,55.0
9760,803,5838,30019,185,1935,1,76.0,11.4,10,76.0
9761,38250,4624,143218,454,1935,1,79.0,11.85,10,79.0
9762,23600,6790,28260,20340,1935,1,202.0,30.3,10,202.0
9763,33815,7818,74852,35071,1935,1,244.0,36.6,10,244.0
9764,17735,7998,78416,15399,1935,1,407.0,61.05,10,407.0
9765,41275,8014,76166,20511,1935,1,423.0,63.45,10,423.0
9766,36720,7822,134430,14034,1935,1,440.0,66.0,10,440.0
9767,29284,6617,126786,1212,1935,1,475.0,71.25,10,475.0
9768,43595,1699,127732,9554,1935,1,495.0,74.25,10,495.0
9769,11618,2464,57627,5112,1936,1,89.0,13.35,10,89.0
9770,30496,5200,131961,18957,1936,1,89.0,13.35,10,89.0
9771,2931,3630,47378,15849,1936,1,162.0,24.3,10,162.0
9772,48438,7918,15045,4389,1936,1,183.0,27.45,10,183.0
9773,23212,1473,138706,18168,1936,1,208.0,31.2,10,208.0
9774,27127,5672,132582,9312,1936,1,212.0,31.8,10,212.0
9775,24916,4057,58499,15254,1936,1,284.0,42.6,10,284.0
9776,28835,5131,141438,37432,1936,1,284.0,42.6,10,284.0
9777,5376,404,50825,15173,1936,1,290.0,43.5,10,290.0
9778,41344,7616,43275,2782,1936,1,310.0,46.5,10,310.0
9779,44858,1467,64717,14482,1936,1,315.0,47.25,10,315.0
9780,8894,557,121041,13486,1936,1,330.0,49.5,10,330.0
9781,17054,8549,111627,11086,1936,1,334.0,50.1,10,334.0
9782,28397,7146,112704,4533,1936,1,346.0,51.9,10,346.0
9783,27929,7571,58176,26895,1936,1,423.0,63.45,10,423.0
9784,3721,7312,17218,25546,1937,1,23.0,3.45,10,23.0
9785,1312,1455,67765,11668,1937,1,58.0,8.7,10,58.0
9786,32347,5037,15666,468,1937,1,69.0,10.35,10,69.0
9787,25165,7967,85898,41194,1937,1,71.0,10.65,10,71.0
9788,37905,8730,10437,8340,1937,1,79.0,11.85,10,79.0
9789,17952,3755,27760,19481,1937,1,94.0,14.1,10,94.0
9790,17325,1704,37275,919,1937,1,171.0,25.65,10,171.0
9791,42553,4110,31637,11632,1937,1,224.0,33.6,10,224.0
9792,40209,6455,50071,7538,1937,1,241.0,36.15,10,241.0
9793,38473,2881,21186,6379,1937,1,245.0,36.75,10,245.0
9794,32556,5577,54089,23701,1937,1,252.0,37.8,10,252.0
9795,1878,150,71526,7981,1937,1,254.0,38.1,10,254.0
9796,14576,2780,81449,22478,1937,1,298.0,44.7,10,298.0
9797,49553,5096,107411,17480,1937,1,350.0,52.5,10,350.0
9798,46761,7215,72522,23211,1937,1,440.0,66.0,10,440.0
9799,32451,176,82900,8115,1937,1,467.0,70.05,10,467.0
9800,3054,1866,33029,13046,1938,1,42.0,6.3,10,42.0
9801,37979,4965,46698,12516,1938,1,43.0,6.45,10,43.0
9802,35135,658,86588,43332,1938,1,47.0,7.05,10,47.0
9803,19325,4360,18460,20719,1938,1,56.0,8.4,10,56.0
9804,8490,4602,146337,23624,1938,1,78.0,11.7,10,78.0
9805,5139,3071,58637,6948,1938,1,88.0,13.2,10,88.0
9806,37887,7324,45558,10981,1938,1,112.0,16.8,10,112.0
9807,36495,2522,22305,21348,1938,1,119.0,17.85,10,119.0
9808,42757,6006,146983,41017,1938,1,127.0,19.05,10,127.0
9809,5971,53,131947,4502,1938,1,131.0,19.65,10,131.0
9810,25621,6070,115850,2780,1938,1,148.0,22.2,10,148.0
9811,33583,716,111610,36555,1938,1,157.0,23.55,10,157.0
9812,18963,404,60353,3947,1938,1,191.0,28.65,10,191.0
9813,39614,1415,82692,13246,1938,1,198.0,29.7,10,198.0
9814,43378,6738,128414,3091,1938,1,198.0,29.7,10,198.0
9815,35533,3280,114921,25466,1938,1,237.0,35.55,10,237.0
9816,12634,7625,64283,29730,1938,1,323.0,48.45,10,323.0
9817,16276,894,154477,5334,1938,1,369.0,55.35,10,369.0
9818,24042,8726,86281,28560,1938,1,401.0,60.15,10,401.0
9819,30686,7725,65048,26547,1938,1,492.0,73.8,10,492.0
9820,35024,7741,98141,1253,1939,1,53.0,7.95,10,53.0
9821,5532,4543,98808,2633,1939,1,65.0,9.75,10,65.0
9822,24874,6154,117099,20660,1939,1,66.0,9.9,10,66.0
9823,13894,6550,66905,14694,1939,1,69.0,10.35,10,69.0
9824,12749,4862,92793,31666,1939,1,99.0,14.85,10,99.0
9825,15593,483,9653,7209,1939,1,113.0,16.95,10,113.0
9826,30158,8003,113518,7234,1939,1,123.0,18.45,10,123.0
9827,1742,5547,124241,10621,1939,1,164.0,24.6,10,164.0
9828,29163,1653,23185,18674,1939,1,178.0,26.7,10,178.0
9829,24868,5087,148645,40301,1939,1,281.0,42.15,10,281.0
9830,6040,8225,124990,7302,1939,1,346.0,51.9,10,346.0
9831,3906,5100,58950,9766,1939,1,474.0,71.1,10,474.0
9832,34576,3198,55787,574,1940,1,74.0,11.1,10,74.0
9833,2293,5952,105740,6392,1940,1,83.0,12.45,10,83.0
9834,20470,5875,141359,5602,1940,1,103.0,15.45,10,103.0
9835,41103,3241,41297,21212,1940,1,118.0,17.7,10,118.0
9836,47157,8134,129441,8589,1940,1,170.0,25.5,10,170.0
9837,17182,7918,67389,17215,1940,1,182.0,27.3,10,182.0
9838,11707,4067,143815,6912,1940,1,193.0,28.95,10,193.0
9839,15397,4729,16884,29255,1940,1,202.0,30.3,10,202.0
9840,39431,1127,29585,31714,1940,1,208.0,31.2,10,208.0
9841,10824,7720,71787,11107,1940,1,238.0,35.7,10,238.0
9842,38812,6969,123100,8952,1940,1,265.0,39.75,10,265.0
9843,43,3929,42989,1464,1940,1,272.0,40.8,10,272.0
9844,14011,5137,29290,34211,1940,1,333.0,49.95,10,333.0
9845,22866,7634,140815,4164,1940,1,360.0,54.0,10,360.0
9846,28952,4637,87024,3818,1940,1,394.0,59.1,10,394.0
9847,49420,4879,102765,13281,1940,1,449.0,67.35,10,449.0
9848,3961,5565,82303,41641,1941,1,26.0,3.9,10,26.0
9849,42523,4110,36697,39919,1941,1,34.0,5.1,10,34.0
9850,32233,2134,45417,35517,1941,1,93.0,13.95,10,93.0
9851,18190,7186,126413,8123,1941,1,96.0,14.4,10,96.0
9852,9068,3166,100204,19981,1941,1,151.0,22.65,10,151.0
9853,35457,8012,27059,42593,1941,1,234.0,35.1,10,234.0
9854,28407,3848,104107,4763,1941,1,237.0,35.55,10,237.0
9855,37788,927,23353,5419,1941,1,242.0,36.3,10,242.0
9856,28835,4862,99598,14012,1941,1,269.0,40.35,10,269.0
9857,30976,1456,69215,12764,1941,1,392.0,58.8,10,392.0
9858,25808,5208,56633,31840,1941,1,416.0,62.4,10,416.0
9859,31192,7088,143331,13915,1941,1,422.0,63.3,10,422.0
9860,2012,3981,155678,20169,1941,1,432.0,64.8,10,432.0
9861,1597,506,43953,20686,1942,1,27.0,4.05,10,27.0
9862,28150,8119,41942,18753,1942,1,32.0,4.8,10,32.0
9863,1273,6016,42416,7388,1942,1,38.0,5.7,10,38.0
9864,28888,678,63811,27690,1942,1,122.0,18.3,10,122.0
9865,3382,5293,38447,32261,1942,1,163.0,24.45,10,163.0
9866,5698,1173,65173,18067,1942,1,247.0,37.05,10,247.0
9867,28134,1039,145989,47106,1942,1,307.0,46.05,10,307.0
9868,658,1773,58796,17559,1942,1,360.0,54.0,10,360.0
9869,45205,7365,147986,457,1942,1,382.0,57.3,10,382.0
9870,36225,16,52781,9882,1942,1,384.0,57.6,10,384.0
9871,48629,7722,131344,19024,1942,1,402.0,60.3,10,402.0
9872,28732,6614,121049,6984,1942,1,412.0,61.8,10,412.0
9873,5280,6669,105423,8025,1942,1,458.0,68.7,10,458.0
9874,32110,456,107952,17344,1942,1,470.0,70.5,10,470.0
9875,24648,3112,87677,6890,1942,1,482.0,72.3,10,482.0
9876,29833,8589,119098,7065,1943,1,48.0,7.2,10,48.0
9877,35643,2080,20640,23119,1943,1,70.0,10.5,10,70.0
9878,26301,6628,17581,8048,1943,1,147.0,22.05,10,147.0
9879,16575,4193,21239,17656,1943,1,164.0,24.6,10,164.0
9880,3578,7818,14643,3279,1943,1,172.0,25.8,10,172.0
9881,16378,7524,137450,9986,1943,1,209.0,31.35,10,209.0
9882,9994,7526,59302,7549,1943,1,247.0,37.05,10,247.0
9883,4763,547,101376,7953,1943,1,320.0,48.0,10,320.0
9884,42526,7536,140081,9410,1943,1,324.0,48.6,10,324.0
9885,19675,4645,68105,16491,1943,1,358.0,53.7,10,358.0
9886,40636,8420,104761,3594,1943,1,363.0,54.45,10,363.0
9887,42586,6584,74614,35132,1943,1,370.0,55.5,10,370.0
9888,30305,5066,77124,12541,1943,1,405.0,60.75,10,405.0
9889,12222,8124,89908,14794,1943,1,418.0,62.7,10,418.0
9890,22049,3634,132869,26141,1943,1,439.0,65.85,10,439.0
9891,43914,3997,154309,3867,1943,1,454.0,68.1,10,454.0
9892,36078,7017,28558,12529,1944,1,58.0,8.7,10,58.0
9893,24168,6154,56829,44319,1944,1,97.0,14.55,10,97.0
9894,7910,2972,46821,20509,1944,1,113.0,16.95,10,113.0
9895,37068,1449,115755,7871,1944,1,134.0,20.1,10,134.0
9896,28790,3377,17223,38931,1944,1,153.0,22.95,10,153.0
9897,26366,6740,123122,872,1944,1,200.0,30.0,10,200.0
9898,25252,2581,55222,3508,1944,1,327.0,49.05,10,327.0
9899,23853,420,110692,33562,1944,1,374.0,56.1,10,374.0
9900,16560,7908,120981,30559,1944,1,381.0,57.15,10,381.0
9901,876,7790,56198,17976,1945,1,80.0,12.0,10,80.0
9902,44417,1686,154483,1454,1945,1,82.0,12.3,10,82.0
9903,2507,192,53063,3037,1945,1,119.0,17.85,10,119.0
9904,37796,7477,146382,28597,1945,1,129.0,19.35,10,129.0
9905,22864,8492,11907,28091,1945,1,131.0,19.65,10,131.0
9906,20194,519,51182,42383,1945,1,152.0,22.8,10,152.0
9907,26270,437,10990,8955,1945,1,187.0,28.05,10,187.0
9908,20233,4395,118568,24142,1945,1,187.0,28.05,10,187.0
9909,15188,1199,35036,36542,1945,1,188.0,28.2,10,188.0
9910,442,82,134424,31986,1945,1,220.0,33.0,10,220.0
9911,38597,1168,101437,9814,1945,1,237.0,35.55,10,237.0
9912,38840,5585,79197,41715,1945,1,250.0,37.5,10,250.0
9913,21852,1899,135046,27203,1945,1,254.0,38.1,10,254.0
9914,12461,5062,148870,35093,1945,1,284.0,42.6,10,284.0
9915,26450,6985,97853,10399,1945,1,339.0,50.85,10,339.0
9916,19084,1800,122561,13001,1945,1,342.0,51.3,10,342.0
9917,5922,2795,130623,14412,1945,1,389.0,58.35,10,389.0
9918,19804,4004,113552,7803,1945,1,397.0,59.55,10,397.0
9919,44471,3661,102905,112,1945,1,491.0,73.65,10,491.0
9920,332,8776,14961,5987,1946,1,68.0,10.2,10,68.0
9921,27563,1012,83686,2781,1946,1,86.0,12.9,10,86.0
9922,38770,4774,107277,27074,1946,1,93.0,13.95,10,93.0
9923,46246,3208,3084,41621,1946,1,96.0,14.4,10,96.0
9924,9163,5838,114715,33589,1946,1,106.0,15.9,10,106.0
9925,30852,1907,39024,2449,1946,1,222.0,33.3,10,222.0
9926,10378,7803,57423,6265,1946,1,261.0,39.15,10,261.0
9927,13853,6319,82606,28015,1946,1,274.0,41.1,10,274.0
9928,39831,6016,71315,9246,1946,1,303.0,45.45,10,303.0
9929,20045,4004,97232,14062,1946,1,354.0,53.1,10,354.0
9930,12993,417,86172,6890,1946,1,359.0,53.85,10,359.0
9931,11788,2233,68067,20134,1946,1,396.0,59.4,10,396.0
9932,39872,4925,155824,26548,1947,1,38.0,5.7,10,38.0
9933,480,5114,47530,275,1947,1,72.0,10.8,10,72.0
9934,10164,4257,5525,19692,1947,1,103.0,15.45,10,103.0
9935,35272,2134,34217,20808,1947,1,104.0,15.6,10,104.0
9936,12914,4688,103375,3241,1947,1,158.0,23.7,10,158.0
9937,11914,5849,96713,14165,1947,1,161.0,24.15,10,161.0
9938,40455,3142,40984,12628,1947,1,253.0,37.95,10,253.0
9939,31819,5585,90818,2091,1947,1,328.0,49.2,10,328.0
9940,20683,628,64556,11115,1947,1,342.0,51.3,10,342.0
9941,28342,3751,70166,7616,1947,1,383.0,57.45,10,383.0
9942,44178,3196,138047,5700,1947,1,419.0,62.85,10,419.0
9943,8420,6496,7786,22629,1948,1,43.0,6.45,10,43.0
9944,2024,3981,8057,44606,1948,1,154.0,23.1,10,154.0
9945,46485,1312,111516,6769,1948,1,155.0,23.25,10,155.0
9946,25780,3170,73732,44376,1948,1,160.0,24.0,10,160.0
9947,23584,419,41406,22808,1948,1,188.0,28.2,10,188.0
9948,22048,6058,960,1816,1948,1,189.0,28.35,10,189.0
9949,45242,3166,101578,15880,1948,1,199.0,29.85,10,199.0
9950,6036,3384,106458,6392,1948,1,203.0,30.45,10,203.0
9951,29784,8776,92875,43226,1948,1,212.0,31.8,10,212.0
9952,25301,2123,26676,5895,1948,1,216.0,32.4,10,216.0
9953,16717,7933,110046,8803,1948,1,255.0,38.25,10,255.0
9954,16036,2556,38528,15234,1948,1,295.0,44.25,10,295.0
9955,25791,5904,93758,18874,1948,1,360.0,54.0,10,360.0
9956,6815,8576,123349,23699,1948,1,482.0,72.3,10,482.0
9957,214,4067,140456,13941,1949,1,145.0,21.75,10,145.0
9958,42388,3436,54872,22490,1949,1,155.0,23.25,10,155.0
9959,39755,8569,111926,712,1949,1,187.0,28.05,10,187.0
9960,14297,1342,134137,39789,1949,1,193.0,28.95,10,193.0
9961,44610,6246,27483,847,1949,1,207.0,31.05,10,207.0
9962,16931,3178,97566,9807,1949,1,211.0,31.65,10,211.0
9963,16847,3401,115138,15863,1949,1,250.0,37.5,10,250.0
9964,10658,6585,155044,3341,1949,1,286.0,42.9,10,286.0
9965,19020,8628,29683,32861,1949,1,303.0,45.45,10,303.0
9966,21848,6707,50520,16221,1949,1,342.0,51.3,10,342.0
9967,31788,5760,152543,18067,1949,1,363.0,54.45,10,363.0
9968,36460,3436,149670,26169,1949,1,375.0,56.25,10,375.0
9969,31504,2540,69456,39026,1949,1,429.0,64.35,10,429.0
9970,37709,8457,72488,3651,1949,1,452.0,67.8,10,452.0
9971,505,8525,58022,4140,1949,1,464.0,69.6,10,464.0
9972,47793,6738,73362,22243,1950,1,26.0,3.9,10,26.0
9973,11171,4524,62594,23668,1950,1,33.0,4.95,10,33.0
9974,42852,1148,137689,2246,1950,1,36.0,5.4,10,36.0
9975,6655,8119,86511,32836,1950,1,97.0,14.55,10,97.0
9976,10022,5095,119838,26845,1950,1,350.0,52.5,10,350.0
9977,17086,2808,133169,14375,1951,1,26.0,3.9,10,26.0
9978,13115,1437,10927,21231,1951,1,76.0,11.4,10,76.0
9979,4169,227,25240,17108,1951,1,175.0,26.25,10,175.0
9980,40856,7918,40838,32998,1951,1,190.0,28.5,10,190.0
9981,46757,3997,68785,4297,1951,1,199.0,29.85,10,199.0
9982,15380,5374,74165,34413,1951,1,248.0,37.2,10,248.0
9983,33878,6512,109333,14131,1951,1,263.0,39.45,10,263.0
9984,43690,5706,51630,27348,1951,1,339.0,50.85,10,339.0
9985,4330,7294,127972,15935,1951,1,372.0,55.8,10,372.0
9986,6109,2881,38761,4676,1952,1,56.0,8.4,10,56.0
9987,5395,4925,11738,17644,1952,1,58.0,8.7,10,58.0
9988,15692,334,102101,5558,1952,1,87.0,13.05,10,87.0
9989,16230,3357,92784,5567,1952,1,101.0,15.15,10,101.0
9990,43445,651,108382,6010,1952,1,116.0,17.4,10,116.0
9991,17173,4639,83528,2114,1952,1,116.0,17.4,10,116.0
9992,15177,6036,73074,17537,1952,1,124.0,18.6,10,124.0
9993,5463,6520,19051,25786,1952,1,126.0,18.9,10,126.0
9994,27664,3323,51009,11483,1952,1,177.0,26.55,10,177.0
9995,41887,6487,21783,7760,1952,1,180.0,27.0,10,180.0
9996,19458,2765,118834,7084,1952,1,201.0,30.15,10,201.0
9997,44776,334,144259,18708,1952,1,210.0,31.5,10,210.0
9998,37620,5838,17591,23447,1952,1,215.0,32.25,10,215.0
9999,45054,138,89649,21549,1952,1,278.0,41.7,10,278.0
10000,4329,1646,93903,15025,1952,1,343.0,51.45,10,343.0
10001,29474,5017,67822,35972,1952,1,450.0,67.5,10,450.0
10002,35516,4115,129844,9337,1953,1,40.0,6.0,10,40.0
10003,2191,3519,125499,24014,1953,1,51.0,7.65,10,51.0
10004,23672,4125,51730,18813,1953,1,67.0,10.05,10,67.0
10005,46024,7211,155080,14902,1953,1,84.0,12.6,10,84.0
10006,22307,6984,144323,20791,1953,1,92.0,13.8,10,92.0
10007,23730,8416,130399,10405,1953,1,116.0,17.4,10,116.0
10008,23086,8748,10490,42634,1953,1,143.0,21.45,10,143.0
10009,20316,3685,49518,13768,1953,1,213.0,31.95,10,213.0
10010,48475,2315,118981,38553,1953,1,220.0,33.0,10,220.0
10011,46819,8589,3871,10045,1953,1,234.0,35.1,10,234.0
10012,18867,7536,68600,115,1953,1,346.0,51.9,10,346.0
10013,7572,5485,92530,9053,1953,1,434.0,65.1,10,434.0
10014,17505,5838,117792,7981,1953,1,457.0,68.55,10,457.0
10015,40648,8474,135085,36922,1953,1,492.0,73.8,10,492.0
10016,4686,4425,131853,2285,1954,1,40.0,6.0,10,40.0
10017,30172,3868,138381,33678,1954,1,60.0,9.0,10,60.0
10018,9505,652,107218,15990,1954,1,84.0,12.6,10,84.0
10019,14425,5672,128201,29151,1954,1,129.0,19.35,10,129.0
10020,32817,192,83794,20854,1954,1,161.0,24.15,10,161.0
10021,28609,2902,152664,37148,1954,1,180.0,27.0,10,180.0
10022,25843,2336,47280,8866,1954,1,183.0,27.45,10,183.0
10023,9231,4543,156214,24096,1954,1,189.0,28.35,10,189.0
10024,7487,8507,33593,6713,1954,1,193.0,28.95,10,193.0
10025,27313,8748,42867,14972,1954,1,217.0,32.55,10,217.0
10026,26317,7325,33908,7432,1954,1,317.0,47.55,10,317.0
10027,32218,1051,63302,10126,1954,1,424.0,63.6,10,424.0
10028,5728,5466,57148,33684,1955,1,44.0,6.6,10,44.0
10029,17550,5808,33022,30746,1955,1,77.0,11.55,10,77.0
10030,8240,8149,113912,3021,1955,1,135.0,20.25,10,135.0
10031,41884,7158,16215,16906,1955,1,150.0,22.5,10,150.0
10032,44403,8610,4147,6332,1955,1,189.0,28.35,10,189.0
10033,40227,6520,138685,13540,1955,1,330.0,49.5,10,330.0
10034,45275,6962,151430,36644,1955,1,401.0,60.15,10,401.0
10035,37892,1583,155072,23810,1955,1,443.0,66.45,10,443.0
10036,45775,5530,69252,15416,1955,1,443.0,66.45,10,443.0
10037,12502,6590,12912,31692,1956,1,23.0,3.45,10,23.0
10038,16822,5460,114680,4048,1956,1,71.0,10.65,10,71.0
10039,14937,7300,30248,2130,1956,1,101.0,15.15,10,101.0
10040,2738,2201,125527,2666,1956,1,110.0,16.5,10,110.0
10041,46611,462,1745,5158,1956,1,152.0,22.8,10,152.0
10042,28369,6633,96780,20461,1956,1,208.0,31.2,10,208.0
10043,47511,7472,97806,24715,1956,1,379.0,56.85,10,379.0
10044,13050,6376,100831,28691,1957,1,23.0,3.45,10,23.0
10045,30399,1922,69089,17662,1957,1,51.0,7.65,10,51.0
10046,12621,6122,5836,27238,1957,1,103.0,15.45,10,103.0
10047,1183,8569,135682,19522,1957,1,125.0,18.75,10,125.0
10048,17336,7998,138015,18684,1957,1,146.0,21.9,10,146.0
10049,8796,5705,109830,4337,1957,1,154.0,23.1,10,154.0
10050,18709,4561,124909,1473,1957,1,175.0,26.25,10,175.0
10051,38466,1685,7465,28650,1957,1,232.0,34.8,10,232.0
10052,18395,5667,96106,36853,1957,1,237.0,35.55,10,237.0
10053,40548,7918,97475,14982,1957,1,263.0,39.45,10,263.0
10054,6068,2707,43723,12563,1957,1,344.0,51.6,10,344.0
10055,48751,3105,77481,36764,1957,1,365.0,54.75,10,365.0
10056,49940,5790,126698,17397,1957,1,382.0,57.3,10,382.0
10057,4895,4425,147411,15266,1958,1,28.0,4.2,10,28.0
10058,46379,1623,15486,33957,1958,1,37.0,5.55,10,37.0
10059,22721,5736,7204,38125,1958,1,76.0,11.4,10,76.0
10060,34004,1312,62222,2274,1958,1,82.0,12.3,10,82.0
10061,3670,2620,92844,20639,1958,1,86.0,12.9,10,86.0
10062,24174,952,92439,38902,1958,1,96.0,14.4,10,96.0
10063,40903,6947,39939,26573,1958,1,140.0,21.0,10,140.0
10064,39851,4639,1461,27764,1958,1,234.0,35.1,10,234.0
10065,17274,3324,32873,21600,1958,1,274.0,41.1,10,274.0
10066,13169,583,50371,10865,1958,1,296.0,44.4,10,296.0
10067,46606,6591,93109,24880,1958,1,314.0,47.1,10,314.0
10068,35688,336,113309,6368,1958,1,358.0,53.7,10,358.0
10069,20339,5045,100263,16127,1958,1,435.0,65.25,10,435.0
10070,44726,2251,149285,39601,1958,1,464.0,69.6,10,464.0
10071,16384,5135,103644,3594,1959,1,28.0,4.2,10,28.0
10072,2718,1706,23536,22777,1959,1,41.0,6.15,10,41.0
